Name,Draft Year,Height w/o Shoes,Height w/shoes,Weight,Wingspan,Reach,Body Fat,Hand Length,Hand Width,No Step Vert,No Step Vert Reach,Max Vert,Max Vert Reach,Bench,Agility,Sprint,Rank,Drafted
Bob Sura ,1995,"6' 4""",NA,195,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,17
Jimmy Kind ,1995,"6' 3.75""",NA,197,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,35
Greg Buckner ,1998,"6' 3.5""",NA,210,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,53
Ishua Benjamin ,1998,"6' 3.5""",NA,194,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Dew Maddox ,1998,"6' 3.5""",NA,196,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Saddi Washington ,1998,"6' 3.5""",NA,186,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Harold Miner ,1992,"6' 3.5""",NA,222,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,12
Thomas Hill ,1993,"6' 3.5""",NA,,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,39
Derek Anderson ,1997,"6' 3.5""",NA,188,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,13
Johnny Rodes ,1996,"6' 3.25""",NA,204,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Miles Simon ,1998,"6' 3""",NA,202,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,42
Cory Carr ,1998,"6' 3""",NA,211,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,49
Malcom Johnson ,1998,"6' 3""",NA,199,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jerome Allen ,1995,"6' 3""",NA,187,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,49
Jason Kidd ,1994,"6' 3""",NA,215,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2
Drew Barry ,1996,"6' 3""",NA,183,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,57
Brandon Jessie ,1996,"6' 3""",NA,226,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Chauncey Billups ,1997,"6' 3""",NA,207,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3
Charles Jones ,1998,"6' 2.75""",NA,190,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,36
Terry Dehere ,1993,"6' 2.5""",NA,191,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,13
Steve Francis ,1999,"6' 2.5""","6' 3.5""",195,NA,NA,7.6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2
Baron Davis ,1999,"6' 2.5""",NA,209,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3
Michael Cutright ,1989,"6' 2.5""",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,42
Bryce Drew ,1998,"6' 2""",NA,187,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,16
Mitch Henderson ,1998,"6' 2""",NA,192,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Marcus Saxon ,1998,"6' 2""",NA,208,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Rafer Alston ,1998,"6' 1.75""",NA,170,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,39
Eric Snow ,1995,"6' 1.75""",NA,198,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,43
Donald Williams ,1995,"6' 1.75""",NA,194,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Corey Brewer ,1998,"6' 1.5""",NA,193,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,7
Nathan West ,1998,"6' 1.5""",NA,184,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Lindsey Hunter ,1993,"6' 1.5""",NA,193,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,10
Khalid Reeves ,1994,"6' 1.5""",NA,205,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,12
Jason Terry ,1999,"6' 1.5""",NA,176,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,10
Corey Beck ,1995,"6' 1.25""",NA,201,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Mike Bibby ,1998,"6' 1""",NA,194,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2
Shammond Williams ,1998,"6' 1""",NA,200,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,34
Shawn Respert ,1995,"6' 1""",NA,198,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,8
Randolph Childress ,1995,"6' 1""",NA,182,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,19
Cory Alexander ,1995,"6' 1""",NA,187,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,29
Steve Nash ,1996,"6' 1""",NA,187,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,15
Stephon Marbury ,1996,"6' 1""",NA,182,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4
Reggie Geary ,1996,"6' 1""",NA,183,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,56
Marcus Brown ,1996,"6' 1""",NA,184,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,46
Dion Cross ,1996,"6' 1""",NA,178,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Terrance Rencher ,1995,"6' 0.75""",NA,183,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,32
Randy Rutherford ,1995,"6' 0.75""",NA,178,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jeremy Veal ,1998,"6' 0.5""",NA,185,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Charlie Ward ,1994,"6' 0.5""",NA,184,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,26
Kenny Anderson ,1991,"6' 0.5""",NA,161,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2
Greg Anthony ,1991,"6' 0.5""",NA,,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,12
Brian Tolbert ,1996,"6' 0.5""",NA,162,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Tony Delk ,1996,"6' 0.25""",NA,189,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,16
Anthony Carter ,1998,"6' 0""",NA,197,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Melvin Watson ,1998,"6' 0""",NA,204,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Randy Brown ,1991,"6' 0""",NA,,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,31
Pooh Richardson ,1989,"6' 0""",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,10
Kevin Anderson ,2011,"6' 0""",NA,180,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Sean Colson ,1998,"5' 11.75""",NA,158,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Tony Bennett ,1992,"5' 11.75""",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,35
Erwin Claggett ,1995,"5' 11.75""",NA,179,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Tyson Wheeler ,1998,"5' 11.5""",NA,165,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,47
Bobby Jackson ,1997,"5' 11""",NA,184,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,23
Jacque Vaughn ,1997,"5' 11""",NA,193,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,27
Travis Best ,1995,"5' 10.75""",NA,177,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,23
Chucky Atkins ,1996,"5' 10.5""",NA,168,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Dana Barros ,1989,"5' 10""",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,16
Steve Kyler ,2014,"5' 10""",NA,NA,NA,NA,NA,0,0,17,NA,19,NA,NA,16.12,4.46,NA,No
Brevin Knight ,1997,"5' 9.5""",NA,172,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,16
Angelo Chol ,2010,NA,"6' 8""",200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Singler ,2010,NA,"6' 8""",230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33
Shelvin Mack ,2010,NA,"6' 2""",211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34
Deville Smith ,2011,NA,"6' 0""",190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Muggsy Bogues ,1987,NA,NA,NA,NA,NA,NA,0,0,NA,NA,44.3,NA,NA,NA,NA,NA,12
Andy Katz ,2014,NA,NA,NA,NA,NA,NA,NA,NA,20.5,NA,25,NA,NA,14.6,3.7,NA,No
Akil Mitchell ,2014,NA,NA,NA,NA,NA,NA,NA,NA,29.5,NA,35,NA,NA,11.41,3.47,NA,No
Jamil Wilson ,2014,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,40,NA,NA,NA,NA,NA,No
Josh Huestis ,2014,NA,NA,NA,NA,NA,NA,NA,NA,31.5,NA,38.5,NA,19,11.37,3.19,NA,29
Russ Smith ,2014,NA,NA,NA,NA,NA,NA,NA,NA,31.5,NA,37,NA,NA,NA,NA,NA,47
Travis Bader ,2014,NA,NA,NA,NA,NA,NA,NA,NA,24.5,NA,32,NA,3,11.45,3.37,NA,No
Michalis Lountzis ,2014,NA,NA,NA,NA,NA,NA,0,0,26.5,NA,30.5,NA,NA,11,3.4,NA,No
Luka Kotrulija ,2014,NA,NA,NA,NA,NA,NA,0,0,22.5,NA,26,NA,NA,11.43,3.57,NA,No
Joan Bernacer ,2014,NA,NA,NA,NA,NA,NA,0,0,21.5,NA,25.5,NA,NA,11.88,3.61,NA,No
Isaiah Hartenstein ,2014,NA,NA,NA,NA,NA,NA,0,0,22.5,NA,29,NA,NA,11.83,3.69,NA,No
David Machineau ,2014,NA,NA,NA,NA,"8' 2""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Bathiste Tchouaffe ,2014,NA,NA,NA,NA,NA,NA,0,0,24,NA,26.5,NA,NA,12.2,3.48,NA,No
Arnoldas Kulboka ,2014,NA,NA,NA,NA,NA,NA,0,0,23.5,NA,28,NA,NA,12.72,3.69,NA,No
Gabriele Stefanini ,2014,NA,NA,NA,NA,NA,NA,0,0,24,NA,28.5,NA,NA,12.21,3.43,NA,No
Aleksa Radanov ,2014,NA,NA,NA,NA,NA,NA,0,0,23.5,NA,30,NA,NA,11.04,3.45,NA,No
Acoydan McCarthy ,2014,NA,NA,NA,NA,NA,NA,0,0,23.5,NA,30.5,NA,NA,11.35,3.45,NA,No
Gonyeli Efe Eros ,2014,NA,NA,NA,NA,NA,NA,0,0,21,NA,25.5,NA,NA,13.44,3.75,NA,No
Nikola Miskovic ,2014,NA,NA,NA,NA,NA,NA,0,0,20.5,NA,23.5,NA,NA,13.29,3.79,NA,No
Olivier Sarr ,2014,NA,NA,NA,NA,NA,NA,0,0,20.5,NA,25,NA,NA,12.79,3.75,NA,No
Radions Kurucs ,2014,NA,NA,NA,NA,NA,NA,0,0,23.5,NA,28.5,NA,NA,11.48,3.44,NA,No
Richard Freudenberg ,2014,NA,NA,NA,NA,NA,NA,0,0,24.5,NA,29.5,NA,NA,11.79,3.53,NA,No
Mamadou Ndiaye ,2012,NA,"7' 4""",297,"8' 1""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Boban Marjanovic ,2009,"7' 2.25""","7' 3""",293,"7' 8""","9' 7""",NA,0,0,19,"11' 2""",23,"11' 6""",NA,NA,4.48,NA,No
Chris Marcus ,2003,"7' 0""","7' 1.5""",334,"7' 8""","9' 6""",23.1,0,0,NA,NA,NA,NA,12,NA,NA,78,No
Michael Olowokandi ,1998,"6' 11.75""",NA,269,"7' 8""",NA,NA,0,0,NA,NA,35,NA,NA,NA,NA,NA,1
John Riek ,2008,"6' 10.5""","7' 0""",237,"7' 8.75""",NA,11,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Alexis Ajinca ,2007,NA,"7' 0.75""",207,"7' 8.75""","9' 4""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20
Rudy Gobert ,2013,"7' 0.5""","7' 2""",238,"7' 8.5""","9' 7""",4.4,9.75,10,25,"11' 8""",29,"12' 0""",7,12.85,3.57,NA,27
Saer Sene ,2006,"6' 11""","7' 0""",237,"7' 8.5""","9' 5""",6.6,0,0,28.5,"11' 9.5""",31,"12' 0""",7,12.52,3.38,72,10
Shaquille O'Neal ,1992,"7' 0""",NA,303,"7' 7""","9' 5""",12.2,0,0,NA,NA,36,"12' 5""",NA,NA,NA,NA,1
Jason Jennings ,2002,"6' 11.25""","7' 0.5""",249,"7' 7""","9' 3""",NA,0,0,29,"11' 8""",32,"11' 11""",8,11.92,3.62,62,42
Hassan Whiteside ,2010,"6' 10.5""","6' 11.5""",227,"7' 7""","9' 5""",5.5,8.25,10.25,27,"11' 8""",31.5,"12' 0.5""",12,11.83,3.54,NA,33
Hasheem Thabeet ,2015,"7' 1""","7' 2.5""",275,"7' 6""","9' 6""",NA,0,0,24.5,"11' 6.5""",34,"12' 4""",NA,12.78,3.57,NA,No
Ian Chiles ,2014,"7' 0.5""",NA,252,"7' 6""","9' 5.5""",NA,0,0,23.5,"11' 5""",NA,NA,NA,13.56,3.86,NA,No
Guy Marc Michel ,2011,"6' 11.5""","7' 1""",267,"7' 6""","9' 7""",11.6,9.5,0,23.5,"11' 6.5""",26,"11' 9""",NA,9.71,4.32,NA,No
JaVale McGee ,2008,"6' 11""","7' 0""",241,"7' 6""","9' 6.5""",5.3,0,0,27,"11' 9.5""",32.5,"12' 3""",7,12.75,3.25,NA,18
Hamady N'Diaye ,2010,"6' 10.5""",NA,233,"7' 6""","9' 3""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,56
Lucas Nogueira ,2013,"6' 10.5""","7' 0""",220,"7' 6""","9' 6""",NA,0,0,28.4,"11' 10.40""",28,"11' 10""",NA,11.63,3.43,NA,16
Marcus Campbell ,2005,"6' 10.25""","7' 0.25""",280,"7' 6""","9' 6""",NA,0,0,NA,NA,NA,NA,9,NA,NA,79,No
DeAndre Jordan ,2008,"6' 9.75""","6' 11""",250,"7' 6""","9' 5.5""",7.5,0,0,26,"11' 7.5""",30.5,"12' 0""",8,12.3,3.27,NA,35
Jameel Watkins ,2000,"6' 9.5""","6' 10.75""",245,"7' 6""","9' 2""",NA,0,0,28,"11' 6""",30.5,"11' 8.5""",11,12.38,3.45,52,No
Dexter Pittman ,2010,"6' 9.5""","6' 11.5""",303,"7' 6""","9' 3""",20.8,10.25,10.5,NA,NA,NA,NA,NA,NA,NA,NA,32
D'Or Fischer ,2005,"6' 9.25""","6' 10.5""",242,"7' 6""","9' 2.5""",NA,0,0,28,"11' 6.5""",30.5,"11' 9""",2,12.53,3.5,72,No
Sasha Kaun ,2008,"6' 9""","6' 10.75""",247,"7' 6""","9' 2""",9.6,0,0,29,"11' 7""",32,"11' 10""",13,12.06,3.2,NA,56
Benjamin Eze ,2001,"6' 8.75""","6' 9.75""",232,"7' 6""","9' 1""",NA,0,0,29,"11' 6""",32,"11' 9""",14,13.05,3.36,55,No
Ekene Ibekwe ,2007,"6' 8.5""","6' 9""",208,"7' 6""","8' 8""",3.2,0,0,34.5,"11' 6.5""",39,"11' 11""",10,11,3.28,22,No
Cole Aldrich ,2009,NA,"6' 11""",242,"7' 6""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
Jerome Jordan ,2009,NA,"7' 0.5""",245,"7' 6""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
Cole Aldrich ,2009,NA,"6' 11""",242,"7' 6""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
Jerome Jordan ,2009,NA,"7' 0.5""",245,"7' 6""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
Jimmie Taylor ,2011,NA,"6' 9.5""",212,"7' 6""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thomas Bryant ,2013,NA,"6' 10""",227,"7' 6""","9' 4""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jahlil Okafor ,2013,NA,"6' 10.75""",273,"7' 6""","9' 3""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Moustapha Fall ,2014,"7' 1.5""","7' 2.5""",235,"7' 6.75""","9' 7.5""",NA,0,0,22.5,"11' 6""",28.5,"12' 0""",NA,12.68,3.68,NA,No
Eddy Fobbs ,2005,"6' 10.25""","6' 11.25""",235,"7' 6.75""","9' 3.5""",NA,0,0,29.5,"11' 9""",34,"12' 1.5""",12,11.53,3.28,36,No
Brendan Haywood ,2001,"6' 11.75""","7' 1.5""",266,"7' 6.5""","9' 5.5""",NA,0,0,27,"11' 8.5""",28.5,"11' 10""",17,12.87,3.5,63,20
Garret Siler ,2009,"6' 11.25""","7' 0""",305,"7' 6.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Aziz N’Diaye ,2013,"6' 10.75""",NA,259,"7' 6.5""","9' 5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Eddy Curry ,2001,"6' 10.5""",NA,301,"7' 6.5""","9' 3""",NA,0,0,28,"11' 7""",31,"11' 10""",16,12.25,3.53,59,4
DeSagana Diop ,2001,"6' 10""","6' 11.25""",314,"7' 6.5""","9' 5""",NA,0,0,21.5,"11' 2.5""",25.5,"11' 6.5""",15,12.37,3.56,72,8
Alonzo Mourning ,1992,"6' 9.5""",NA,249,"7' 6.5""",NA,9.1,0,0,29,NA,NA,NA,NA,NA,NA,NA,2
Dallas Lauderdale ,2011,"6' 7.5""",NA,265,"7' 6.5""","8' 11.75""",NA,0,0,32,"11' 7.75""",NA,NA,NA,13.09,3.46,NA,No
Larry Sanders ,2009,NA,"6' 10""",217,"7' 6.5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
Larry Sanders ,2009,NA,"6' 10""",217,"7' 6.5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
Zhou Qi ,2015,NA,"7' 2""",209,"7' 6.5""","9' 6.5""",NA,9.5,10,NA,NA,NA,NA,NA,NA,NA,NA,No
Hasheem Thabeet ,2009,"7' 1.25""","7' 2.5""",267,"7' 6.25""","9' 5""",6.7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2
Andre Drummond ,2012,"6' 9.75""","6' 11.75""",279,"7' 6.25""","9' 1.5""",7.5,9.5,9.5,31.5,"11' 9""",33.5,"11' 11""",10,10.83,3.39,NA,9
Jahlil Okafor ,2013,"6' 9.5""","6' 11""",277,"7' 6.25""","9' 3""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Roy Rogers ,1996,"6' 9""",NA,232,"7' 6.25""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,22
Ekene Ibekwe ,2007,"6' 9""","6' 10.25""",210,"7' 6.25""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
James Lang ,2003,"6' 8.25""","6' 9.25""",316,"7' 6.25""","9' 2""",21.4,0,0,24.5,"11' 2.5""",32,"11' 10""",8,14.01,3.55,74,48
Bismack Biyombo ,2011,"6' 8.31""","6' 9.5""",245,"7' 6.16""","9' 3.42""",4.2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,7
Shawn Bradley ,1993,"7' 5.5""",NA,248,"7' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2
Artem Pustovyi ,2012,"7' 1.25""","7' 2.25""",213,"7' 5""","9' 5""",NA,0,0,23.5,"11' 4.5""",29.5,"11' 10.5""",NA,12.39,3.7,NA,No
Luke Schenscher ,2005,"6' 11.75""","7' 1.5""",242,"7' 5""","9' 3.5""",NA,0,0,23.5,"11' 3""",26.5,"11' 6""",1,12.4,3.47,75,No
Darko Milicic ,2003,"6' 11.5""","7' 0.75""",250,"7' 5""","9' 3.5""",8,0,0,26.5,"11' 6""",32.5,"12' 0""",13,11.3,3.36,41,2
Solomon Alabi ,2010,"6' 11.5""","7' 0.75""",237,"7' 5""","9' 5""",5,9.25,9.25,22.5,"11' 3.5""",26,"11' 7""",10,13.2,3.68,NA,50
Darrell Johns ,2001,"6' 11.25""","7' 0.5""",278,"7' 5""","9' 3.5""",NA,0,0,23.5,"11' 3""",30,"11' 9.5""",18,12.41,3.59,64,No
Amadou Zaki ,2009,"6' 10.25""","6' 11""",214,"7' 5""","9' 6""",NA,0,0,0,NA,0,NA,NA,NA,0,NA,No
Youssou Ndoye ,2015,"6' 10""",NA,234,"7' 5""","9' 4""",NA,0,0,24.5,"11' 4.5""",NA,NA,NA,5.85,3.46,NA,No
Jeremy Tyler ,2011,"6' 9""","6' 10.5""",262,"7' 5""","9' 2.5""",13.4,9.25,9,28,"11' 6.5""",33.5,"12' 0""",10,11.26,3.29,NA,39
Adjehi Baru ,2010,"6' 9""",NA,215,"7' 5""","9' 1""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
John Henson ,2012,"6' 9""","6' 10.5""",216,"7' 5""","9' 4""",8.6,9.25,10,25.5,"11' 5.5""",30,"11' 10""",5,NA,NA,NA,14
Udoka Azubuike ,2014,"6' 9""",NA,268,"7' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Martin Iti ,2004,"6' 8.5""","6' 9.75""",233,"7' 5""","9' 3.5""",NA,0,0,26.5,"11' 6""",32.5,"12' 0""",13,12.28,3.41,49,No
Souleymane Wane ,2001,"6' 8.5""","6' 9.5""",235,"7' 5""","9' 1""",NA,0,0,29,"11' 6""",30.5,"11' 7.5""",9,12.02,3.46,66,No
Kyle O'Quinn ,2012,"6' 8.5""",NA,241,"7' 5""",NA,NA,0,0,30.5,NA,NA,NA,NA,11.82,3.54,NA,49
Cady Lalanne ,2015,"6' 8.25""",NA,241,"7' 5""","9' 2.5""",NA,0,0,28.5,"11' 7""",NA,NA,NA,6.02,3.57,NA,No
Quincy Davis ,2006,"6' 8""","6' 9""",232,"7' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Shawn James ,2008,"6' 7.75""","6' 9""",217,"7' 5""","9' 3""",9.2,0,0,NA,NA,NA,NA,6,NA,NA,NA,No
Thomas Bryant ,2013,"6' 7""","6' 9""",225,"7' 5""","9' 3.75""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Joel Embiid ,2013,NA,"7' 0""",240,"7' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3
Elbert Robinson ,2013,NA,"7' 0.5""",322,"7' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Elbert Robinson ,2013,NA,"7' 0.5""",322,"7' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jahlil Okafor ,2014,NA,"6' 10.75""",272,"7' 5""","9' 2.5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No
Samuel Deguara ,2011,"7' 3.40""","7' 4.58""",300,"7' 5.76""","9' 3.42""",7.5,0,0,17.6,"10' 9.02""",24.2,"11' 3.62""",NA,NA,4.21,NA,No
Bangaly Fofana ,2010,"6' 11.86""","7' 1.04""",219,"7' 5.76""","9' 4.99""",NA,0,0,27.2,"11' 8.19""",30.7,"11' 11.69""",NA,NA,NA,NA,No
Pavel Podkolzine ,2003,"7' 3.5""","7' 5""",303,"7' 5.75""","9' 8""",16.3,0,0,19.5,"11' 3.5""",22.5,"11' 6.5""",5,13.4,3.8,76,21
Patrick O'Bryant ,2006,"6' 11""","7' 0""",249,"7' 5.75""","9' 5""",10,0,0,26.5,"11' 7.5""",30,"11' 11""",13,12.68,3.63,79,9
Lee Scruggs ,2001,"6' 10.25""","6' 11.5""",209,"7' 5.75""","9' 2.5""",NA,0,0,23.5,"11' 2""",29.5,"11' 8""",,13.28,3.55,78,No
Festus Ezeli ,2012,"6' 9.75""","6' 11.5""",264,"7' 5.75""","9' 0""",5.5,9,10.75,34,"11' 10""",33.5,"11' 9.5""",18,12.35,3.29,NA,30
DeMarcus Cousins ,2010,"6' 9.5""","6' 10.75""",292,"7' 5.75""","9' 5""",16.4,9.25,10,23.5,"11' 4.5""",27.5,"11' 8.5""",NA,11.4,3.55,NA,5
Larry Sanders ,2010,"6' 9.25""","6' 10.5""",222,"7' 5.75""","9' 4""",4.6,9.75,11,25.5,"11' 5.5""",28,"11' 8""",7,12.49,3.27,NA,15
Peter Ramos ,2004,"7' 1.75""","7' 3.25""",266,"7' 5.5""","9' 3.5""",NA,0,0,24,"11' 3.5""",26.5,"11' 6""",2,12.61,3.6,73,32
Loren Woods ,2001,"7' 0.75""","7' 1.75""",246,"7' 5.5""","9' 5""",NA,0,0,24.5,"11' 5.5""",28,"11' 9""",10,11.83,3.48,70,45
Brook Lopez ,2008,"6' 11.25""","7' 0.5""",256,"7' 5.5""","9' 5""",6.3,0,0,27.5,"11' 8.5""",30.5,"11' 11.5""",7,12.77,3.57,NA,10
Robert Upshaw ,2015,"6' 10.75""","7' 0""",258,"7' 5.5""","9' 5""",12.5,10,11,NA,NA,NA,NA,NA,NA,NA,NA,No
Anthony Davis ,2012,"6' 9.25""","6' 10.5""",222,"7' 5.5""","9' 0""",7.9,9,8.5,NA,NA,NA,NA,NA,NA,NA,NA,1
Uche Okafor ,2002,"6' 9""","6' 10""",229,"7' 5.5""","9' 4""",NA,0,0,24.5,"11' 4.5""",25,"11' 5""",10,14.45,3.34,72,No
Thomas Bryant ,2014,"6' 9""","6' 10.5""",241,"7' 5.5""","9' 4""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Adonal Foyle ,1997,"6' 8.5""",NA,263,"7' 5.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,8
Elton Brand ,1999,"6' 8.25""","6' 9.5""",260,"7' 5.5""","9' 2""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1
Jimmie Taylor ,2012,NA,"6' 9.5""",221,"7' 5.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jimmie Taylor ,2012,NA,"6' 9.5""",221,"7' 5.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jaleel Cousins ,2014,NA,"6' 9""",284,"7' 5.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jerome Jordan ,2010,"6' 11.5""","7' 0.75""",244,"7' 5.25""","9' 5""",6.9,9,10.25,NA,NA,NA,NA,NA,NA,NA,NA,44
